Id,Label,SemanticCluster,ClusterTerms,TotalPapers,TopClusterCount,NormId,Author,Community
Matthew R kumjian,Matthew R kumjian,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Matthew R kumjian,Matthew R kumjian,14
Jason A milbrandt,Jason A milbrandt,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Jason A milbrandt,Jason A milbrandt,14
Hanna Pawlowska,Hanna Pawlowska,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Hanna Pawlowska,Hanna Pawlowska,14
Derek J posselt,Derek J posselt,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Derek J posselt,Derek J posselt,14
Olivier P prat,Olivier P prat,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Olivier P prat,Olivier P prat,14
Karly J reimel,Karly J reimel,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Karly J reimel,Karly J reimel,14
Shin-ichiro Shima,Shin-ichiro Shima,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Shin-ichiro Shima,Shin-ichiro Shima,14
Diedenhoven Van bastiaan,Diedenhoven Van bastiaan,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Diedenhoven Van bastiaan,Diedenhoven Van bastiaan,14
Lulin Xue,Lulin Xue,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Lulin Xue,Lulin Xue,14
Devenish Bj,Devenish Bj,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Devenish Bj,Devenish Bj,14
Peter Bartello,Peter Bartello,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Peter Bartello,Peter Bartello,14
Brenguier J-l,Brenguier J-l,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Brenguier J-l,Brenguier J-l,14
Collins Lr,Collins Lr,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Collins Lr,Collins Lr,14
Ijzermans Rha,Ijzermans Rha,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Ijzermans Rha,Ijzermans Rha,14
Szymon P malinowski,Szymon P malinowski,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Szymon P malinowski,Szymon P malinowski,14
Reeks Mw,Reeks Mw,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Reeks Mw,Reeks Mw,14
Vassilicos Jc,Vassilicos Jc,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Vassilicos Jc,Vassilicos Jc,14
Wang L-p,Wang L-p,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Wang L-p,Wang L-p,14
Warhaft Z,Warhaft Z,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Warhaft Z,Warhaft Z,14
Guichard F,Guichard F,Noise,,1,1,Guichard F,Guichard F,31
Petch Jc,Petch Jc,Noise,,1,1,Petch Jc,Petch Jc,31
Redelsperger J-l,Redelsperger J-l,Noise,,1,1,Redelsperger J-l,Redelsperger J-l,31
Bechtold P,Bechtold P,Noise,,2,1,Bechtold P,Bechtold P,31
Chaboureau J-p,Chaboureau J-p,Noise,,1,1,Chaboureau J-p,Chaboureau J-p,31
Cheinet S,Cheinet S,Noise,,1,1,Cheinet S,Cheinet S,31
Grabowski W,Grabowski W,Noise,,1,1,Grabowski W,Grabowski W,31
Grenier H,Grenier H,Noise,,1,1,Grenier H,Grenier H,31
Jones Cg,Jones Cg,Noise,,1,1,Jones Cg,Jones Cg,31
Kohler M,Kohler M,Noise,,1,1,Kohler M,Kohler M,31
Piriou J-m,Piriou J-m,Noise,,1,1,Piriou J-m,Piriou J-m,31
Tailleux R,Tailleux R,Noise,,1,1,Tailleux R,Tailleux R,31
Tomasini M,Tomasini M,Noise,,1,1,Tomasini M,Tomasini M,31
Xiaoqing Wu,Xiaoqing Wu,Noise,,2,1,Xiaoqing Wu,Xiaoqing Wu,14
Mitchell W moncrieff,Mitchell W moncrieff,Noise,,2,1,Mitchell W moncrieff,Mitchell W moncrieff,14
William D hall,William D hall,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,William D hall,William D hall,14
Grabowski Ww,Grabowski Ww,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Grabowski Ww,Grabowski Ww,31
Cheng A,Cheng A,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Cheng A,Cheng A,31
Forbes R,Forbes R,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Forbes R,Forbes R,31
Halliwell C,Halliwell C,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Halliwell C,Halliwell C,31
Khairoutdinov M,Khairoutdinov M,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Khairoutdinov M,Khairoutdinov M,31
Lang S,Lang S,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Lang S,Lang S,31
Nasuno T,Nasuno T,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Nasuno T,Nasuno T,31
Petch J,Petch J,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Petch J,Petch J,31
Tao W-k,Tao W-k,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Tao W-k,Tao W-k,31
Wong R,Wong R,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Wong R,Wong R,31
Wu X,Wu X,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Wu X,Wu X,31
Xu K-m,Xu K-m,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Xu K-m,Xu K-m,31
Kuan-man Xu,Kuan-man Xu,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Kuan-man Xu,Kuan-man Xu,14
Richard T cederwall,Richard T cederwall,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Richard T cederwall,Richard T cederwall,14
Leo J donner,Leo J donner,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Leo J donner,Leo J donner,14
Francoise Guichard,Francoise Guichard,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Francoise Guichard,Francoise Guichard,14
Daniel E johnson,Daniel E johnson,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Daniel E johnson,Daniel E johnson,14
Steven K krueger,Steven K krueger,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Steven K krueger,Steven K krueger,14
Jon C petch,Jon C petch,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Jon C petch,Jon C petch,14
David A randall,David A randall,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,David A randall,David A randall,14
Charles J seman,Charles J seman,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Charles J seman,Charles J seman,14
Wei-kuo Tao,Wei-kuo Tao,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Wei-kuo Tao,Wei-kuo Tao,14
Donghai Wang,Donghai Wang,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Donghai Wang,Donghai Wang,14
Shao Cheng xie,Shao Cheng xie,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Shao Cheng xie,Shao Cheng xie,14
Yio John j,Yio John j,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Yio John j,Yio John j,14
Ming-hua Zhang,Ming-hua Zhang,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Ming-hua Zhang,Ming-hua Zhang,14
Orlando Ayala,Orlando Ayala,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Orlando Ayala,Orlando Ayala,14
Bogdan Rosa,Bogdan Rosa,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Bogdan Rosa,Bogdan Rosa,14
Moncrieff Mw,Moncrieff Mw,Cluster 8,"spatial, model, location, simple, different, learning, distance, point, market, prediction",1,1,Moncrieff Mw,Moncrieff Mw,14
Terry L clark,Terry L clark,Cluster 9,"cloud, ii, effect, evolution, significant, simulation, dimension, budget, modeling, model",1,1,Terry L clark,Terry L clark,14
Ewa Witkowska,Ewa Witkowska,Cluster 12,"school, student, education, reform, test, international, estimate, year, loss, significant",1,1,Ewa Witkowska,Ewa Witkowska,3
Bartosz Witkowski,Bartosz Witkowski,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",3,2,Bartosz Witkowski,Bartosz Witkowski,3
Ivan Skliarov,Ivan Skliarov,Noise,,1,1,Ivan Skliarov,Ivan Skliarov,3
Lucas Goczek,Lucas Goczek,Cluster 17,"article, research, determinant, includes, europe, objective, goal, development, theory, identify",1,1,Lucas Goczek,Lucas Goczek,3
Dagmara Mycielska,Dagmara Mycielska,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",3,3,Dagmara Mycielska,Dagmara Mycielska,3
Karol J partyka,Karol J partyka,Cluster 0,"monetary, rate, policy, exchange, exchange rate, monetary policy, inflation, euro, economy, strategy",1,1,Karol J partyka,Karol J partyka,3
Natasha Malyarenko,Natasha Malyarenko,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",1,1,Natasha Malyarenko,Natasha Malyarenko,3
Lukasz Matuszak,Lukasz Matuszak,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",14,12,Lukasz Matuszak,Lukasz Matuszak,12
Ewa Rozanska,Ewa Rozanska,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",8,8,Ewa Rozanska,Ewa Rozanska,12
Malgorzata Macuda,Malgorzata Macuda,Cluster 13,"bank, financial, crisis, reporting, central bank, central, banking, economic, law, company",2,2,Malgorzata Macuda,Malgorzata Macuda,12
